TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

NAME
"Unemployment rate"

DESCRIPTION
"Scroll down for data."

LINK
"https://www.bankofcanada.ca/?p=201766"

SERIES
id,label,description
1997Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09248287271,0.08941535676,0.08860663695,0.08810209125,0.08612805912,0.09352663783,0.09510804585,0.09594798288,0.09446065893,0.09505999699,0.09974236860,0.09727158897,0.09504041757,0.09381081287,0.09381081287,0.09350573088,0.09350573088,0.09350573088,0.09350573088,0.09408248005,0.09408248005,0.09408248005,0.09408248005,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09306735102,0.09402326051,0.09402326051,0.09402326051,0.09402326051,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09342816627,0.09333333000,0.09333333000,0.09333333000,0.09333333000,0.09333333000,0.09333333000,0.09333333000,0.09300000000,0.09300000000,0.09343932398,0.09343932398,0.09343842610,0.09343842610,0.09343842610,0.09343842610,0.09313670303,0.09313670303,0.09313670303,0.10298326646
1997Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08849504329,0.08820537022,0.08708941515,0.08397889291,0.09020092158,0.09234848614,0.09429099517,0.09237976702,0.09307470409,0.09761474042,0.09600301603,0.09470205248,0.09014453550,0.09004843014,0.08993080746,0.08993080746,0.08993080746,0.08993080746,0.08971420533,0.08971420533,0.08971420533,0.08971420533,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08864916087,0.08893170287,0.08893170287,0.08893170287,0.08893170287,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08822375440,0.08833333000,0.08833333000,0.08833333000,0.08866667000,0.08866667000,0.08866667000,0.08866667000,0.08866667000,0.08866667000,0.08910397798,0.08910397798,0.08910307581,0.08910307581,0.08910307581,0.08910307581,0.08879990984,0.08879990984,0.08879990984,0.09837576474
1997Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08743452509,0.08549974234,0.08218990369,0.08635728220,0.08874478456,0.09143933522,0.08918472906,0.09076118404,0.09530565267,0.09482709854,0.09276377443,0.09085723713,0.08903308410,0.08867807617,0.08867807617,0.08867807617,0.08867807617,0.08857453331,0.08857453331,0.08857453331,0.08857453331,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08756770924,0.08811402448,0.08811402448,0.08811402448,0.08811402448,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08751523135,0.08766667000,0.08766667000,0.08766667000,0.08733333000,0.08733333000,0.08733333000,0.08733333000,0.08766667000,0.08766667000,0.08763891763,0.08763891763,0.08763801401,0.08763801401,0.08763801401,0.08763801401,0.08733436044,0.08733436044,0.08733436044,0.09666147958
1998Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08426822965,0.08167026258,0.08348301139,0.08581869551,0.08858541805,0.08624096470,0.08820669023,0.09290474416,0.09242693792,0.08980803069,0.09068699944,0.08621962104,0.08702321028,0.08649130533,0.08649130533,0.08649130533,0.08624304977,0.08624304977,0.08624304977,0.08624304977,0.08613157127,0.08613157127,0.08613157127,0.08613157127,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08605030224,0.08668099761,0.08668099761,0.08668099761,0.08668099761,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08612992543,0.08600000000,0.08600000000,0.08600000000,0.08600000000,0.08600000000,0.08600000000,0.08600000000,0.08600000000,0.08600000000,0.08607732176,0.08607732176,0.08607641659,0.08607641659,0.08607641659,0.08607641659,0.08577224329,0.08577224329,0.08577224329,0.09505456116
1998Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08110777463,0.08110565325,0.08325745807,0.08545024240,0.08310156527,0.08548733012,0.09045904660,0.09121944383,0.08810661494,0.08841973602,0.08599125912,0.08613259432,0.08449888654,0.08376015325,0.08376015325,0.08392117248,0.08392117248,0.08392117248,0.08392117248,0.08296852245,0.08296852245,0.08296852245,0.08296852245,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08321469804,0.08378432157,0.08378432157,0.08378432157,0.08378432157,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08342738635,0.08333333000,0.08333333000,0.08333333000,0.08333333000,0.08333333000,0.08333333000,0.08333333000,0.08333333000,0.08333333000,0.08340499617,0.08340499617,0.08340408835,0.08340408835,0.08340408835,0.08340408835,0.08309902563,0.08309902563,0.08309902563,0.09218071914
1998Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07926657288,0.08132571631,0.08247341351,0.08005124931,0.08270260408,0.08789501662,0.08975279912,0.08634510959,0.08605166059,0.08563071635,0.08571841354,0.08458344396,0.08351351926,0.08343664316,0.08321822321,0.08321822321,0.08321822321,0.08321822321,0.08200049186,0.08200049186,0.08200049186,0.08200049186,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08170153116,0.08221108369,0.08221108369,0.08221108369,0.08221108369,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08161816121,0.08166667000,0.08166667000,0.08166667000,0.08200000000,0.08200000000,0.08200000000,0.08200000000,0.08200000000,0.08200000000,0.08222432973,0.08222432973,0.08222342075,0.08222342075,0.08222342075,0.08222342075,0.08191796508,0.08191796508,0.08191796508,0.09063968813
1998Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08159558290,0.08174555334,0.07917606823,0.08014603683,0.08521938680,0.08851429539,0.08502430687,0.08398263054,0.08498560117,0.08530524063,0.08389544337,0.08370597064,0.08032473009,0.08024566205,0.08024566205,0.08024566205,0.08024566205,0.08050261618,0.08050261618,0.08050261618,0.08050261618,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08059641994,0.08142350601,0.08142350601,0.08142350601,0.08142350601,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08083495477,0.08100000000,0.08100000000,0.08100000000,0.08066667000,0.08066667000,0.08066667000,0.08066667000,0.08033333000,0.08033333000,0.08095169274,0.08095169274,0.08095078250,0.08095078250,0.08095078250,0.08095078250,0.08064490327,0.08064490327,0.08064490327,0.08901971065
1999Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08169580808,0.07905176344,0.07816189358,0.08283229955,0.08736463295,0.08388185959,0.08203479875,0.08404548137,0.08449845158,0.08308389479,0.08504438154,0.08203980060,0.07814108000,0.07840448241,0.07840448241,0.07840448241,0.07906185224,0.07906185224,0.07906185224,0.07906185224,0.07895882692,0.07895882692,0.07895882692,0.07895882692,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07880761908,0.07943733949,0.07943733949,0.07943733949,0.07943733949,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07905750713,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07924268129,0.07924268129,0.07924176935,0.07924176935,0.07924176935,0.07924176935,0.07893532133,0.07893532133,0.07893532133,0.08693061674
1999Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07990286239,0.07682961302,0.08078524408,0.08569841974,0.08258950882,0.07984513261,0.08241451645,0.08300465196,0.08166354128,0.08528257372,0.08298996609,0.07696467684,0.08062042649,0.07990951269,0.07990951269,0.07829794455,0.07829794455,0.07829794455,0.07829794455,0.07863209798,0.07863209798,0.07863209798,0.07863209798,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07863614475,0.07943239939,0.07943239939,0.07943239939,0.07943239939,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07920542209,0.07933333000,0.07933333000,0.07933333000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07938355543,0.07938355543,0.07938264363,0.07938264363,0.07938264363,0.07938264363,0.07907624249,0.07907624249,0.07907624249,0.08632295128
1999Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07615452458,0.07934455110,0.08449048629,0.08186009922,0.07840592059,0.08082041119,0.08148316447,0.08057228331,0.08472551549,0.08272757286,0.07412160872,0.07787766862,0.07745730806,0.07648109862,0.07563074996,0.07563074996,0.07563074996,0.07563074996,0.07519086391,0.07519086391,0.07519086391,0.07519086391,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07522864000,0.07511275130,0.07511275130,0.07511275130,0.07511275130,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07503758597,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07520657711,0.07520657711,0.07520566117,0.07520566117,0.07520566117,0.07520566117,0.07489786984,0.07489786984,0.07489786984,0.08143148343
1999Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07851905533,0.08359305173,0.08163021278,0.07769410375,0.07961046657,0.08022021567,0.07984090204,0.08370029483,0.08162938762,0.07214971666,0.07485141236,0.07492938843,0.07051736543,0.06953690625,0.06953690625,0.06953690625,0.06953690625,0.06965339031,0.06965339031,0.06965339031,0.06965339031,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06966838549,0.06973810117,0.06973810117,0.06973810117,0.06973810117,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06951041325,0.06966667000,0.06966667000,0.06966667000,0.06933333000,0.06933333000,0.06933333000,0.06933333000,0.06966667000,0.06966667000,0.06997344168,0.06997344168,0.06997252056,0.06997252056,0.06997252056,0.06997252056,0.06966298753,0.06966298753,0.06966298753,0.07598919227
2000Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08292940994,0.08174355298,0.07757253699,0.07886766143,0.07938005422,0.07945019892,0.08265926483,0.08040190996,0.07057005635,0.07290651948,0.07296299372,0.07095742189,0.06809243277,0.06796464405,0.06796464405,0.06796464405,0.06798998704,0.06798998704,0.06798998704,0.06798998704,0.06775591179,0.06775591179,0.06775591179,0.06775591179,0.06777809004,0.06777809004,0.06777809004,0.06777809004,0.06777809004,0.06777809004,0.06777809004,0.06777809004,0.06818869866,0.06818869866,0.06818869866,0.06818869866,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06806426764,0.06766667000,0.06766667000,0.06766667000,0.06833333000,0.06833333000,0.06833333000,0.06833333000,0.06866667000,0.06866667000,0.06871429755,0.06871429755,0.06871337518,0.06871337518,0.06871337518,0.06871337518,0.06840342308,0.06840342308,0.06840342308,0.07458321138
2000Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08182799391,0.07782601045,0.07844403236,0.07896124446,0.07932849208,0.08165607567,0.07907237726,0.06898770737,0.07162116659,0.07185795984,0.06950440743,0.06842151936,0.06685336333,0.06661246431,0.06661246431,0.06680992586,0.06680992586,0.06680992586,0.06680992586,0.06687829493,0.06687829493,0.06687829493,0.06687829493,0.06707289022,0.06707289022,0.06707289022,0.06707289022,0.06707289022,0.06707289022,0.06707289022,0.06707289022,0.06722055656,0.06722055656,0.06722055656,0.06722055656,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06724035308,0.06733333000,0.06733333000,0.06733333000,0.06733333000,0.06733333000,0.06733333000,0.06733333000,0.06666667000,0.06666667000,0.06729767810,0.06729767810,0.06729675433,0.06729675433,0.06729675433,0.06729675433,0.06698633075,0.06698633075,0.06698633075,0.07257699588
2000Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07819813581,0.07864502846,0.07896590858,0.07950734473,0.08072949415,0.07782932913,0.06801339785,0.07047365520,0.07073891717,0.06875124853,0.06629672442,0.06652278445,0.06926134184,0.06892797895,0.06922886540,0.06922886540,0.06922886540,0.06922886540,0.06924222197,0.06924222197,0.06924222197,0.06924222197,0.06922419583,0.06922419583,0.06922419583,0.06922419583,0.06922419583,0.06922419583,0.06922419583,0.06922419583,0.06943677149,0.06943677149,0.06943677149,0.06943677149,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06926538747,0.06900000000,0.06900000000,0.06900000000,0.06900000000,0.06900000000,0.06900000000,0.06900000000,0.06900000000,0.06900000000,0.06932267638,0.06932267638,0.06932175462,0.06932175462,0.06932175462,0.06932175462,0.06901200500,0.06901200500,0.06901200500,0.07418008937
2000Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07905728587,0.07919962626,0.07991456417,0.08000338409,0.07676075451,0.06663858526,0.06961302691,0.06979208751,0.06826548896,0.06548170367,0.06569440435,0.06849644403,0.06903441683,0.06870758839,0.06870758839,0.06870758839,0.06870758839,0.06870571129,0.06870571129,0.06870571129,0.06870571129,0.06856066396,0.06856066396,0.06856066396,0.06856066396,0.06856066396,0.06856066396,0.06856066396,0.06856066396,0.06885441577,0.06885441577,0.06885441577,0.06885441577,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06903176550,0.06933333000,0.06933333000,0.06933333000,0.06933333000,0.06933333000,0.06933333000,0.06933333000,0.06900000000,0.06900000000,0.06946103689,0.06946103689,0.06946011526,0.06946011526,0.06946011526,0.06946011526,0.06915041170,0.06915041170,0.06915041170,0.07438118689
2001Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952218730,0.08036801714,0.07954496465,0.07590777024,0.06565815257,0.06918317403,0.06955506799,0.06828069973,0.06557570260,0.06542448504,0.06809975701,0.06900393311,0.06955134170,0.06957843172,0.06957843172,0.06957843172,0.06947961372,0.06947961372,0.06947961372,0.06947961372,0.06940978911,0.06940978911,0.06940978911,0.06940978911,0.06976562033,0.06976562033,0.06976562033,0.06976562033,0.07009074629,0.07009074629,0.07009074629,0.07009074629,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.06997915479,0.07000000000,0.07000000000,0.07000000000,0.07000000000,0.07000000000,0.07000000000,0.07000000000,0.07000000000,0.07000000000,0.07042638692,0.07042638692,0.07042546625,0.07042546625,0.07042546625,0.07042546625,0.07011608397,0.07011608397,0.07011608397,0.07536558968
2001Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08069115286,0.07923213720,0.07532137240,0.06571817314,0.06913760041,0.06977456364,0.06879321770,0.06593390855,0.06568247889,0.06747041156,0.06903267064,0.07085737421,0.06997104029,0.06997101306,0.06997101306,0.07044793903,0.07044793903,0.07044793903,0.07044793903,0.07071470684,0.07071470684,0.07071470684,0.07071470684,0.07071912637,0.07071912637,0.07071912637,0.07071912637,0.07077160347,0.07077160347,0.07077160347,0.07077160347,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07077874026,0.07066667000,0.07066667000,0.07066667000,0.07100000000,0.07100000000,0.07100000000,0.07100000000,0.07100000000,0.07100000000,0.07142003582,0.07142003582,0.07141911614,0.07141911614,0.07141911614,0.07141911614,0.07111006457,0.07111006457,0.07111006457,0.07604322344
2001Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07918930336,0.07509003357,0.06639394811,0.06967583972,0.07062258545,0.07004419404,0.06636460666,0.06592209000,0.06711015504,0.06910599226,0.07372522059,0.07211615569,0.07195725615,0.07135014438,0.07202746405,0.07202746405,0.07202746405,0.07202746405,0.07204587890,0.07204587890,0.07204587890,0.07204587890,0.07157319482,0.07157319482,0.07157319482,0.07157319482,0.07192925141,0.07192925141,0.07192925141,0.07192925141,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07187059984,0.07166667000,0.07166667000,0.07166667000,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07268540173,0.07268540173,0.07268448329,0.07268448329,0.07268448329,0.07268448329,0.07237585287,0.07237585287,0.07237585287,0.07695910567
2001Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07523174605,0.06718947209,0.07046081081,0.07176820573,0.07160950269,0.06587416818,0.06616399242,0.06748773233,0.06937989169,0.07478459185,0.07477305325,0.07661548491,0.07446682999,0.07665486044,0.07665486044,0.07665486044,0.07665486044,0.07644443538,0.07644443538,0.07644443538,0.07644443538,0.07646834516,0.07646834516,0.07646834516,0.07646834516,0.07661198345,0.07661198345,0.07661198345,0.07661198345,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07681716081,0.07666667000,0.07666667000,0.07666667000,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07733333000,0.07733333000,0.07749193178,0.07749193178,0.07749101811,0.07749101811,0.07749101811,0.07749101811,0.07718398740,0.07718398740,0.07718398740,0.08186011043
2002Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06844574378,0.07113576893,0.07268240132,0.07305408589,0.06782810929,0.06639863016,0.06838948476,0.06960219433,0.07514251445,0.07494629445,0.07880196620,0.07650645853,0.07875178430,0.07825257281,0.07825257281,0.07825257281,0.07804305489,0.07804305489,0.07804305489,0.07804305489,0.07857780976,0.07857780976,0.07857780976,0.07857780976,0.07895497358,0.07895497358,0.07895497358,0.07895497358,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07889172231,0.07900000000,0.07900000000,0.07900000000,0.07933333000,0.07933333000,0.07933333000,0.07933333000,0.07933333000,0.07933333000,0.07943987735,0.07943987735,0.07943896561,0.07943896561,0.07943896561,0.07943896561,0.07913258322,0.07913258322,0.07913258322,0.08386722839
2002Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07153459215,0.07313456424,0.07407450438,0.06984238984,0.06685137472,0.06919698092,0.07014427234,0.07507993153,0.07461391504,0.08051002924,0.07972679067,0.07895042927,0.07684461918,0.07625616515,0.07625616515,0.07631106992,0.07631106992,0.07631106992,0.07631106992,0.07630336792,0.07630336792,0.07630336792,0.07630336792,0.07657221085,0.07657221085,0.07657221085,0.07657221085,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07659116515,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07700000000,0.07700000000,0.07735408290,0.07735408290,0.07735316909,0.07735316909,0.07735316909,0.07735316909,0.07704609250,0.07704609250,0.07704609250,0.08154456799
2002Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07341072510,0.07454110555,0.07180769396,0.06739526693,0.07034590305,0.07114919376,0.07511842363,0.07418160705,0.08087030695,0.08158125350,0.07805166651,0.07630848759,0.07549021423,0.07604938960,0.07603897047,0.07603897047,0.07603897047,0.07603897047,0.07537811366,0.07537811366,0.07537811366,0.07537811366,0.07558780400,0.07558780400,0.07558780400,0.07558780400,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500695547,0.07500000000,0.07500000000,0.07500000000,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07566667000,0.07566667000,0.07588622058,0.07588622058,0.07588530532,0.07588530532,0.07588530532,0.07588530532,0.07557774020,0.07557774020,0.07557774020,0.07973536055
2002Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07471764544,0.07368365836,0.06824892168,0.07165423553,0.07250089680,0.07515527073,0.07373957832,0.08022979822,0.08206899994,0.07681643080,0.07356907545,0.07515121253,0.07604853799,0.07554752454,0.07554752454,0.07554752454,0.07554752454,0.07563302325,0.07563302325,0.07563302325,0.07563302325,0.07544746354,0.07544746354,0.07544746354,0.07544746354,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07503280970,0.07500000000,0.07500000000,0.07500000000,0.07466667000,0.07466667000,0.07466667000,0.07466667000,0.07466667000,0.07466667000,0.07519262500,0.07519262500,0.07519170905,0.07519170905,0.07519170905,0.07519170905,0.07488391308,0.07488391308,0.07488391308,0.07901247394
2003Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07522257483,0.06919205597,0.07302239800,0.07406797991,0.07530040525,0.07327616322,0.07882624389,0.08125036534,0.07551024172,0.07164069234,0.07442493009,0.07554977688,0.07453119453,0.07403050143,0.07403050143,0.07403050143,0.07451848790,0.07451848790,0.07451848790,0.07451848790,0.07427281379,0.07427281379,0.07427281379,0.07427281379,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07396833431,0.07366667000,0.07366667000,0.07366667000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07461605706,0.07461605706,0.07461514054,0.07461514054,0.07461514054,0.07461514054,0.07430715267,0.07430715267,0.07430715267,0.07857864578
2003Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07021554890,0.07441076151,0.07558170814,0.07550594107,0.07276928913,0.07716234073,0.07917964403,0.07427750429,0.07053734478,0.07392010475,0.07465794405,0.07422082175,0.07735729619,0.07688268739,0.07688268739,0.07729890687,0.07729890687,0.07729890687,0.07729890687,0.07686228602,0.07686228602,0.07686228602,0.07686228602,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07728629601,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07757475327,0.07757475327,0.07757383968,0.07757383968,0.07757383968,0.07757383968,0.07726683653,0.07726683653,0.07726683653,0.08108478482
2003Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07571615910,0.07696654953,0.07577698316,0.07224610710,0.07537203712,0.07650753620,0.07296303358,0.06991404706,0.07333063808,0.07380336219,0.07240829479,0.07657827429,0.07878864695,0.07920894514,0.07881244621,0.07881244621,0.07881244621,0.07881244621,0.07836272688,0.07836272688,0.07836272688,0.07836272688,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07775562741,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07833764023,0.07833764023,0.07833672740,0.07833672740,0.07833672740,0.07833672740,0.07802997816,0.07802997816,0.07802997816,0.08142834008
